Sevilla	4.26425	-75.93085	CO	29
Santa Rosa de Cabal	4.86806	-75.62139	CO	24
Quimbaya	4.62306	-75.76278	CO	23
Pereira	4.81333	-75.69611	CO	24
Montenegro	4.56639	-75.75111	CO	23
Líbano	4.9218	-75.06232	CO	28
La Virginia	4.89972	-75.8825	CO	24
La Tebaida	4.45265	-75.78746	CO	23
Ibagué	4.43889	-75.23222	CO	28
Dos Quebradas	4.83916	-75.66727	CO	24
Circasia	4.61889	-75.63583	CO	23
Chinchiná	4.9825	-75.60361	CO	37
Cartago	4.74639	-75.91167	CO	29
Calarcá	4.52949	-75.64091	CO	23
Caicedonia	4.3324	-75.82665	CO	29
Armenia	4.53389	-75.68111	CO	23
