Soyapango	13.71024	-89.13989	SV	10
Sonzacate	13.73417	-89.71472	SV	13
Sonsonate	13.71889	-89.72417	SV	13
Santa Ana	13.99417	-89.55972	SV	11
San Salvador	13.68935	-89.18718	SV	10
San Marcos	13.65889	-89.18306	SV	10
Quezaltepeque	13.83124	-89.27221	SV	05
Santa Tecla	13.67694	-89.27972	SV	05
Mejicanos	13.74028	-89.21306	SV	10
La Libertad	13.48833	-89.32222	SV	05
Izalco	13.74472	-89.67306	SV	13
Ilopango	13.70167	-89.10944	SV	10
Delgado	13.72417	-89.17028	SV	10
Cuscatancingo	13.73611	-89.18139	SV	10
Chalchuapa	13.98667	-89.68111	SV	11
Ayutuxtepeque	13.74556	-89.20639	SV	10
Apopa	13.80722	-89.17917	SV	10
Antiguo Cuscatlán	13.66492	-89.25319	SV	05
Ahuachapán	13.92139	-89.845	SV	01
Aguilares	13.95722	-89.18972	SV	10
Acajutla	13.59278	-89.8275	SV	13
