Durant	33.99399	-96.37082	US	OK
Allen	33.10317	-96.67055	US	TX
Denison	33.75566	-96.53666	US	TX
Frisco	33.15067	-96.82361	US	TX
Greenville	33.13845	-96.11081	US	TX
Lewisville	33.04623	-96.99417	US	TX
Little Elm	33.16262	-96.93751	US	TX
McKinney	33.19762	-96.61527	US	TX
Murphy	33.01512	-96.61305	US	TX
Plano	33.01984	-96.69889	US	TX
Sherman	33.63566	-96.60888	US	TX
The Colony	33.08901	-96.88639	US	TX
Wylie	33.01512	-96.53888	US	TX
