Votorantim	-23.54667	-47.43778	BR	27
Tietê	-23.10194	-47.71472	BR	27
Tatuí	-23.35556	-47.85694	BR	27
Sorocaba	-23.50167	-47.45806	BR	27
São Roque	-23.52917	-47.13528	BR	27
Salto de Pirapora	-23.64889	-47.57333	BR	27
Salto	-23.20083	-47.28694	BR	27
Porto Feliz	-23.21472	-47.52389	BR	27
Pilar do Sul	-23.81306	-47.71639	BR	27
Piedade	-23.71194	-47.42778	BR	27
Mairinque	-23.54583	-47.18333	BR	27
Laranjal Paulista	-23.04972	-47.83667	BR	27
Itupeva	-23.15306	-47.05778	BR	27
Itu	-23.26417	-47.29917	BR	27
Iperó	-23.35028	-47.68861	BR	27
Indaiatuba	-23.08842	-47.2119	BR	27
Ibiúna	-23.65639	-47.2225	BR	27
Cerquilho	-23.165	-47.74361	BR	27
Cabreúva	-23.3075	-47.13278	BR	27
Boituva	-23.28333	-47.67222	BR	27
Araçoiaba da Serra	-23.50528	-47.61417	BR	27
