Tangerang	-6.17806	106.63	ID	33
Sukabumi	-6.91806	106.92667	ID	30
Serpong	-6.31694	106.66417	ID	30
Serang	-6.1149	106.1502	ID	33
Sepatan	-6.11889	106.575	ID	30
Sawangan	-6.40278	106.77444	ID	30
Rangkasbitung	-6.3591	106.2494	ID	33
Pelabuhanratu	-6.9875	106.55139	ID	30
Pasarkemis	-6.17028	106.53028	ID	30
Parung	-6.42139	106.73306	ID	30
Pandeglang	-6.3084	106.1067	ID	33
Pamulang	-6.34278	106.73833	ID	30
Kresek	-6.13139	106.37972	ID	30
Jakarta	-6.21462	106.84513	ID	04
Depok	-6.4	106.81861	ID	30
Curug	-6.26583	106.55639	ID	33
Citeureup	-6.48556	106.88194	ID	30
Ciputat	-6.2375	106.69556	ID	30
Cileungsir	-6.39472	106.95917	ID	30
Cicurug	-6.78139	106.7825	ID	30
Cibinong	-6.48167	106.85417	ID	30
Caringin	-6.70611	106.82139	ID	30
Ciampea	-6.55472	106.70083	ID	30
Bogor	-6.59444	106.78917	ID	30
Bekasi	-6.2349	106.9896	ID	30
Cikupa	-6.23639	106.50833	ID	30
Teluknaga	-6.09889	106.63806	ID	30
South Tangerang	-6.28862	106.71789	ID	33
