Arecibo	18.47245	-66.71573	PR	013
Barceloneta	18.4505	-66.53851	PR	017
Bayamón	18.39856	-66.15572	PR	021
Caguas	18.23412	-66.0485	PR	025
Candelaria	18.40411	-66.20878	PR	137
Cataño	18.44134	-66.11822	PR	033
Cayey	18.11191	-66.166	PR	035
Guaynabo	18.35745	-66.111	PR	061
Levittown	18.44995	-66.18156	PR	137
Manatí	18.42745	-66.49212	PR	091
Ponce	18.01108	-66.61406	PR	113
San Juan	18.46633	-66.10572	PR	127
Trujillo Alto	18.35467	-66.00739	PR	139
Vega Baja	18.44439	-66.38767	PR	145
Yauco	18.03496	-66.8499	PR	153
Adjuntas	18.16379	-66.72369	PR	001
