Sunām	30.1297	75.80715	IN	23
Sangrūr	30.24608	75.84686	IN	23
Rāmpura	30.25506	75.24065	IN	23
Rāikot	30.65	75.6	IN	23
Moga	30.81571	75.17419	IN	23
Maur	30.08333	75.25	IN	23
Māler Kotla	30.5309	75.87949	IN	23
Ludhiāna	30.90015	75.85229	IN	23
Laungowāl	30.19406	75.67963	IN	23
Jagraon	30.79013	75.47492	IN	23
Dhūri	30.37246	75.86185	IN	23
Dhanaula	30.28288	75.57455	IN	23
Bhīkhi	30.06114	75.53433	IN	23
Bhadaur	30.47534	75.33011	IN	23
Barnāla	30.37205	75.54537	IN	23
Bāgha Purāna	30.68747	75.09572	IN	23
