Atwater	37.34772	-120.60908	US	CA
Ceres	37.59493	-120.95771	US	CA
Chowchilla	37.123	-120.26018	US	CA
Los Banos	37.05828	-120.84992	US	CA
Merced	37.30216	-120.48297	US	CA
Modesto	37.6391	-120.99688	US	CA
Oakdale	37.76659	-120.84715	US	CA
Riverbank	37.73604	-120.93549	US	CA
Turlock	37.49466	-120.84659	US	CA
