Walajapet	12.9251	79.36626	IN	25
Vellore	12.9184	79.13255	IN	25
Vandavāsi	12.50429	79.60556	IN	25
Uttiramerūr	12.61433	79.75748	IN	25
Cheyyar	12.66052	79.54308	IN	25
Tiruvannāmalai	12.22662	79.07461	IN	25
Tindivanam	12.234	79.65551	IN	25
Srīperumbūdūr	12.96763	79.94197	IN	25
Polūr	12.51217	79.12405	IN	25
Marakkanam	12.19214	79.94193	IN	25
Madurāntakam	12.51167	79.88485	IN	25
Kātpādi	12.96951	79.14552	IN	25
Kānchipuram	12.83515	79.70006	IN	25
Gingee	12.2559	79.41724	IN	25
Chengalpattu	12.69274	79.9773	IN	25
Arcot	12.90569	79.31897	IN	25
Ārani	12.66987	79.28555	IN	25
