Yogyakarta	-7.78278	110.36083	ID	10
Wedi	-7.74306	110.57944	ID	07
Ungaran	-7.13972	110.405	ID	07
Trucuk	-7.71833	110.65889	ID	07
Surakarta	-7.55611	110.83167	ID	07
Srandakan	-7.93861	110.25056	ID	10
Sleman	-7.71556	110.35556	ID	10
Sewon	-7.87639	110.35889	ID	10
Selogiri	-7.78333	110.86667	ID	07
Salatiga	-7.33194	110.49278	ID	07
Purwodadi	-7.0868	110.9158	ID	07
Pundong	-7.95222	110.34861	ID	10
Candi Prambanan	-7.75	110.49417	ID	07
Pandak	-7.91306	110.29361	ID	10
Muntilan	-7.58111	110.29278	ID	07
Mranggen	-7.0268	110.5158	ID	07
Mertoyudan	-7.52	110.22639	ID	07
Melati	-7.73333	110.36667	ID	10
Magelang	-7.47056	110.21778	ID	07
Klaten	-7.70583	110.60639	ID	07
Kebonarun	-7.70028	110.56306	ID	07
Karanganom	-7.64889	110.625	ID	07
Jogonalan	-7.70361	110.53611	ID	07
Jaten	-7.57722	110.8975	ID	07
Grogol	-7.60111	110.81861	ID	07
Godean	-7.76972	110.29389	ID	10
Depok	-7.7625	110.43167	ID	10
Delanggu	-7.61667	110.68333	ID	07
Colomadu	-7.53333	110.75	ID	07
Ceper	-7.67417	110.67889	ID	07
Boyolali	-7.53306	110.59583	ID	07
Bantul	-7.88806	110.32889	ID	10
Bambanglipuro	-7.95	110.28333	ID	10
Baki	-7.61278	110.78389	ID	07
Ambarawa	-7.26333	110.3975	ID	07
Wonosari	-7.96556	110.60361	ID	10
Gamping Lor	-7.79556	110.32639	ID	10
Kasihan	-7.82694	110.32917	ID	10
Ngemplak	-7.54972	110.71639	ID	07
Kartasura	-7.55194	110.73778	ID	07
Gatak	-7.59083	110.70444	ID	07
