Sumaré	-22.82194	-47.26694	BR	27
São Pedro	-22.54861	-47.91389	BR	27
São Carlos	-22.0175	-47.89083	BR	27
Santa Gertrudes	-22.45667	-47.53028	BR	27
Santa Bárbara d'Oeste	-22.75361	-47.41361	BR	27
Rio das Pedras	-22.84333	-47.60611	BR	27
Rio Claro	-22.41139	-47.56139	BR	27
Piracicaba	-22.72528	-47.64917	BR	27
Paulínia	-22.76111	-47.15417	BR	27
Nova Odessa	-22.7775	-47.29583	BR	27
Monte Mor	-22.94667	-47.31583	BR	27
Limeira	-22.56472	-47.40167	BR	27
Leme	-22.18556	-47.39028	BR	27
Iracemápolis	-22.58056	-47.51861	BR	27
Hortolândia	-22.85833	-47.22	BR	27
Cosmópolis	-22.64583	-47.19611	BR	27
Cordeirópolis	-22.48194	-47.45667	BR	27
Conchal	-22.33028	-47.1725	BR	27
Capivari	-22.995	-47.50778	BR	27
Campinas	-22.90556	-47.06083	BR	27
Artur Nogueira	-22.57306	-47.1725	BR	27
Araras	-22.35694	-47.38417	BR	27
Americana	-22.73917	-47.33139	BR	27
